score,url,label
1.0,128,1
0.9997,129,1
0.9995,130,1
1.0,131,1
0.9991,132,1
1.0,133,1
0.9824,134,1
0.4983,135,1
1.0,136,1
0.9984,137,1
0.9986,138,1
0.4055,139,1
1.0,140,1
1.0,141,1
1.0,142,1
1.0,143,1
1.0,144,1
1.0,145,1
1.0,146,1
1.0,147,1
1.0,148,1
1.0,149,1
1.0,150,1
1.0,151,1
0.9998,152,1
1.0,153,1
1.0,154,1
0.9924,155,1
0.965,156,1
1.0,157,1
1.0,158,1
1.0,159,1
1.0,160,1
1.0,161,1
0.9999,162,1
1.0,163,1
1.0,164,1
0.9995,165,1
1.0,166,1
0.9999,167,1
1.0,168,1
1.0,169,1
0.9172,170,1
0.8012,171,1
1.0,172,1
0.9495,173,1
1.0,174,1
0.9248,175,1
1.0,176,1
1.0,177,1
1.0,178,1
0.4308,179,1
1.0,180,1
0.9914,181,1
1.0,182,1
1.0,183,1
0.9995,184,1
0.9969,185,1
1.0,186,1
1.0,187,1
1.0,188,1
1.0,189,1
0.3413,190,1
0.7576,191,1
1.0,192,1
1.0,193,1
1.0,194,1
0.6501,195,1
0.9928,196,1
1.0,197,1
1.0,198,1
1.0,199,1
1.0,200,1
1.0,201,1
1.0,202,1
1.0,203,1
1.0,204,1
1.0,205,1
1.0,206,1
1.0,207,1
1.0,208,1
1.0,209,1
1.0,210,1
1.0,211,1
0.9588,212,1
1.0,213,1
1.0,214,1
1.0,215,1
1.0,216,1
1.0,217,1
0.9339,218,1
1.0,219,1
1.0,220,1
0.0503,221,1
1.0,222,1
0.9998,223,1
0.9995,224,1
1.0,225,1
1.0,226,1
1.0,227,1
0.9895,228,1
1.0,229,1
0.6322,230,1
1.0,231,1
1.0,232,1
1.0,233,1
1.0,234,1
0.9957,235,1
0.9664,236,1
1.0,237,1
1.0,238,1
1.0,239,1
1.0,240,1
0.9637,241,1
0.8087,242,1
1.0,243,1
0.9993,244,1
1.0,245,1
1.0,246,1
1.0,247,1
1.0,248,1
1.0,249,1
1.0,250,1
1.0,251,1
0.9496,252,1
1.0,253,1
0.1569,254,1
1.0,255,1
0.9899,256,1
1.0,257,1
0.9997,258,1
1.0,259,1
1.0,260,1
0.9991,261,1
1.0,262,1
1.0,263,1
0.99,264,1
1.0,265,1
1.0,266,1
0.1534,267,1
1.0,268,1
0.9998,269,1
0.0836,270,1
0.9952,271,1
0.4495,272,1
0.9999,273,1
1.0,274,1
0.4706,275,1
1.0,276,1
1.0,277,1
1.0,278,1
1.0,279,1
1.0,280,1
1.0,281,1
1.0,282,1
1.0,283,1
1.0,284,1
0.9998,285,1
1.0,286,1
1.0,287,1
1.0,288,1
0.9999,289,1
0.9999,290,1
0.9981,291,1
1.0,292,1
1.0,293,1
1.0,294,1
1.0,295,1
1.0,296,1
0.8102,297,1
0.9924,298,1
0.9999,299,1
0.9966,300,1
1.0,301,1
0.9979,302,1
1.0,303,1
1.0,304,1
1.0,305,1
0.9991,306,1
1.0,307,1
1.0,308,1
1.0,309,1
1.0,310,1
1.0,311,1
1.0,312,1
1.0,313,1
1.0,314,1
0.9992,315,1
1.0,316,1
0.971,317,1
0.9999,318,1
1.0,319,1
1.0,320,1
1.0,321,1
1.0,322,1
0.9871,323,1
1.0,324,1
0.7447,325,1
0.358,326,1
1.0,327,1
0.9995,328,1
1.0,329,1
1.0,330,1
1.0,331,1
1.0,332,1
1.0,333,1
1.0,334,1
0.9937,335,1
0.9965,336,1
1.0,337,1
0.945,338,1
1.0,339,1
0.9299,340,1
1.0,341,1
1.0,342,1
1.0,343,1
1.0,344,1
0.998,345,1
1.0,346,1
0.991,347,1
1.0,348,1
0.9861,349,1
1.0,350,1
1.0,351,1
0.9995,352,1
1.0,353,1
1.0,354,1
0.9959,355,1
1.0,356,1
1.0,357,1
1.0,358,1
1.0,359,1
1.0,360,1
1.0,361,1
1.0,362,1
1.0,363,1
0.9026,364,1
1.0,365,1
1.0,366,1
1.0,367,1
1.0,368,1
0.9991,369,1
1.0,370,1
0.9437,371,1
1.0,372,1
1.0,373,1
1.0,374,1
0.9914,375,1
1.0,376,1
0.9999,377,1
1.0,378,1
1.0,379,1
0.9976,380,1
1.0,381,1
1.0,382,1
0.9991,383,1
0.9954,384,1
1.0,385,1
1.0,386,1
1.0,387,1
0.9923,388,1
0.9999,389,1
0.9999,390,1
0.7431,391,1
1.0,392,1
1.0,393,1
1.0,394,1
1.0,395,1
0.9995,396,1
1.0,397,1
1.0,398,1
1.0,399,1
1.0,400,1
1.0,401,1
1.0,402,1
1.0,403,1
1.0,404,1
1.0,405,1
0.5068,406,1
0.9825,407,1
1.0,408,1
1.0,409,1
0.9998,410,1
0.9954,411,1
1.0,412,1
1.0,413,1
1.0,414,1
1.0,415,1
1.0,416,1
0.9999,417,1
1.0,418,1
0.9491,419,1
0.9584,420,1
0.8183,421,1
1.0,422,1
1.0,423,1
1.0,424,1
0.9946,425,1
1.0,426,1
1.0,427,1
1.0,428,1
1.0,429,1
0.9963,430,1
0.9999,431,1
1.0,432,1
1.0,433,1
1.0,434,1
1.0,435,1
1.0,436,1
0.9993,437,1
1.0,438,1
0.9814,439,1
0.9999,440,1
0.9608,441,1
0.9997,442,1
0.9982,443,1
1.0,444,1
0.9987,445,1
1.0,446,1
0.9994,447,1
1.0,448,1
0.9961,449,1
0.9998,450,1
1.0,451,1
1.0,452,1
1.0,453,1
1.0,454,1
0.9998,455,1
1.0,456,1
0.988,457,1
1.0,458,1
1.0,459,1
0.9389,460,1
0.9251,461,1
1.0,462,1
0.9326,463,1
0.9999,464,1
1.0,465,1
1.0,466,1
1.0,467,1
1.0,468,1
0.9789,469,1
1.0,470,1
1.0,471,1
1.0,472,1
0.9997,473,1
1.0,474,1
1.0,475,1
0.9746,476,1
0.0116,477,1
1.0,478,1
0.9898,479,1
1.0,480,1
1.0,481,1
0.7783,482,1
0.7116,483,1
1.0,484,1
1.0,485,1
1.0,486,1
1.0,487,1
1.0,488,1
1.0,489,1
1.0,490,1
1.0,491,1
1.0,492,1
1.0,493,1
1.0,494,1
1.0,495,1
1.0,496,1
0.9998,497,1
1.0,498,1
0.9996,499,1
1.0,500,1
0.823,501,1
0.9924,502,1
1.0,503,1
1.0,504,1
1.0,505,1
1.0,506,1
1.0,507,1
1.0,508,1
1.0,509,1
1.0,510,1
1.0,511,1
1.0,512,1
0.9559,513,1
1.0,514,1
1.0,515,1
1.0,516,1
0.9999,517,1
1.0,518,1
1.0,519,1
1.0,520,1
1.0,521,1
1.0,522,1
1.0,523,1
1.0,524,1
1.0,525,1
0.6777,526,1
1.0,527,1
1.0,528,1
0.9999,529,1
1.0,530,1
0.9782,531,1
1.0,532,1
0.9733,533,1
1.0,534,1
0.4594,535,1
1.0,536,1
1.0,537,1
0.9996,538,1
0.9987,539,1
1.0,540,1
0.9388,541,1
0.9998,542,1
0.9998,543,1
0.7822,544,1
1.0,545,1
1.0,546,1
1.0,547,1
1.0,548,1
1.0,549,1
1.0,550,1
1.0,551,1
0.9943,552,1
1.0,553,1
1.0,554,1
0.7736,555,1
1.0,556,1
1.0,557,1
1.0,558,1
1.0,559,1
1.0,560,1
1.0,561,1
1.0,562,1
0.9999,563,1
1.0,564,1
1.0,565,1
1.0,566,1
1.0,567,1
1.0,568,1
1.0,569,1
1.0,570,1
1.0,571,1
1.0,572,1
1.0,573,1
1.0,574,1
1.0,575,1
1.0,576,1
1.0,577,1
1.0,578,1
1.0,579,1
1.0,580,1
1.0,581,1
0.9863,582,1
0.992,583,1
1.0,584,1
1.0,585,1
1.0,586,1
1.0,587,1
1.0,588,1
1.0,589,1
1.0,590,1
1.0,591,1
1.0,592,1
1.0,593,1
1.0,594,1
1.0,595,1
1.0,596,1
1.0,597,1
1.0,598,1
1.0,599,1
1.0,600,1
1.0,601,1
1.0,602,1
1.0,603,1
1.0,604,1
1.0,605,1
1.0,606,1
1.0,607,1
1.0,608,1
0.9997,609,1
1.0,610,1
1.0,611,1
1.0,612,1
1.0,613,1
0.999,614,1
0.9993,615,1
1.0,616,1
1.0,617,1
1.0,618,1
1.0,619,1
0.9807,620,1
0.9998,621,1
1.0,622,1
1.0,623,1
0.9999,624,1
1.0,625,1
1.0,626,1
0.9999,627,1
1.0,628,1
1.0,629,1
1.0,630,1
1.0,631,1
0.9957,632,1
0.998,633,1
1.0,634,1
1.0,635,1
0.8946,636,1
1.0,637,1
1.0,638,1
1.0,639,1
0.6181,640,1
1.0,641,1
1.0,642,1
1.0,643,1
1.0,644,1
1.0,645,1
1.0,646,1
1.0,647,1
1.0,648,1
0.9128,649,1
1.0,650,1
0.9999,651,1
1.0,652,1
1.0,653,1
1.0,654,1
1.0,655,1
1.0,656,1
1.0,657,1
0.9999,658,1
1.0,659,1
0.9988,660,1
0.9996,661,1
1.0,662,1
1.0,663,1
1.0,664,1
1.0,665,1
1.0,666,1
0.9969,667,1
1.0,668,1
1.0,669,1
0.9884,670,1
1.0,671,1
1.0,672,1
0.8231,673,1
0.9998,674,1
0.9995,675,1
1.0,676,1
1.0,677,1
1.0,678,1
1.0,679,1
1.0,680,1
1.0,681,1
0.9998,682,1
1.0,683,1
1.0,684,1
1.0,685,1
1.0,686,1
1.0,687,1
1.0,688,1
1.0,689,1
0.9967,690,1
1.0,691,1
1.0,692,1
1.0,693,1
1.0,694,1
1.0,695,1
1.0,696,1
1.0,697,1
1.0,698,1
1.0,699,1
0.998,700,1
1.0,701,1
1.0,702,1
0.9863,703,1
0.2744,704,1
1.0,705,1
1.0,706,1
0.9976,707,1
1.0,708,1
1.0,709,1
1.0,710,1
1.0,711,1
1.0,712,1
1.0,713,1
1.0,714,1
0.7714,715,1
1.0,716,1
0.9763,717,1
1.0,718,1
1.0,719,1
0.9353,720,1
0.9995,721,1
1.0,722,1
1.0,723,1
1.0,724,1
1.0,725,1
0.9998,726,1
1.0,727,1
1.0,728,1
1.0,729,1
1.0,730,1
1.0,731,1
1.0,732,1
1.0,733,1
1.0,734,1
0.9999,735,1
1.0,736,1
1.0,737,1
0.9982,738,1
0.988,739,1
1.0,740,1
1.0,741,1
1.0,742,1
1.0,743,1
1.0,744,1
1.0,745,1
1.0,746,1
1.0,747,1
1.0,748,1
1.0,749,1
0.9068,750,1
1.0,751,1
0.6988,752,1
1.0,753,1
1.0,754,1
1.0,755,1
1.0,756,1
1.0,757,1
1.0,758,1
0.9997,759,1
1.0,760,1
0.8561,761,1
1.0,762,1
1.0,763,1
0.9949,764,1
1.0,765,1
0.9904,766,1
1.0,767,1
0.9739,768,1
0.9872,769,1
0.999,770,1
1.0,771,1
1.0,772,1
0.8671,773,1
1.0,774,1
1.0,775,1
1.0,776,1
1.0,777,1
0.9998,778,1
0.9861,779,1
0.9968,780,1
1.0,781,1
0.6821,782,1
0.9963,783,1
1.0,784,1
0.9995,785,1
0.8786,786,1
0.9977,787,1
1.0,788,1
0.9999,789,1
0.9971,790,1
1.0,791,1
0.9998,792,1
0.999,793,1
0.7552,794,1
1.0,795,1
0.9993,796,1
0.9999,797,1
1.0,798,1
1.0,799,1
1.0,800,1
0.5675,801,1
0.9998,802,1
1.0,803,1
1.0,804,1
0.9994,805,1
1.0,806,1
1.0,807,1
0.9999,808,1
0.9983,809,1
1.0,810,1
1.0,811,1
1.0,812,1
1.0,813,1
0.9978,814,1
1.0,815,1
1.0,816,1
1.0,817,1
1.0,818,1
1.0,819,1
0.9934,820,1
1.0,821,1
0.8814,822,1
1.0,823,1
0.9818,824,1
0.9999,825,1
1.0,826,1
1.0,827,1
1.0,828,1
0.9998,829,1
1.0,830,1
1.0,831,1
1.0,832,1
0.9999,833,1
0.9827,834,1
1.0,835,1
0.9929,836,1
0.9719,837,1
1.0,838,1
0.9999,839,1
1.0,840,1
1.0,841,1
1.0,842,1
1.0,843,1
1.0,844,1
1.0,845,1
1.0,846,1
1.0,847,1
1.0,848,1
1.0,849,1
0.9577,850,1
1.0,851,1
1.0,852,1
0.9996,853,1
1.0,854,1
1.0,855,1
0.9999,856,1
1.0,857,1
1.0,858,1
1.0,859,1
1.0,860,1
0.9999,861,1
1.0,862,1
1.0,863,1
1.0,864,1
1.0,865,1
1.0,866,1
0.9991,867,1
1.0,868,1
1.0,869,1
1.0,870,1
0.9863,871,1
0.6129,872,1
0.9766,873,1
1.0,874,1
0.9964,875,1
0.9676,876,1
1.0,877,1
0.8482,878,1
1.0,879,1
0.9586,880,1
1.0,881,1
1.0,882,1
1.0,883,1
0.9953,884,1
1.0,885,1
0.9654,886,1
1.0,887,1
0.9362,888,1
1.0,889,1
1.0,890,1
1.0,891,1
0.9994,892,1
1.0,893,1
1.0,894,1
0.9997,895,1
0.8902,896,1
1.0,897,1
0.8739,898,1
1.0,899,1
1.0,900,1
1.0,901,1
1.0,902,1
1.0,903,1
0.8364,904,1
1.0,905,1
0.9994,906,1
1.0,907,1
1.0,908,1
1.0,909,1
1.0,910,1
1.0,911,1
1.0,912,1
1.0,913,1
1.0,914,1
1.0,915,1
1.0,916,1
1.0,917,1
1.0,918,1
1.0,919,1
0.9999,920,1
0.8094,921,1
1.0,922,1
0.9836,923,1
1.0,924,1
1.0,925,1
0.9998,926,1
0.9979,927,1
1.0,928,1
0.9995,929,1
1.0,930,1
0.9613,931,1
1.0,932,1
1.0,933,1
1.0,934,1
1.0,935,1
1.0,936,1
1.0,937,1
0.4066,938,1
1.0,939,1
1.0,940,1
0.9062,941,1
1.0,942,1
1.0,943,1
1.0,944,1
0.905,945,1
1.0,946,1
1.0,947,1
1.0,948,1
1.0,949,1
0.9999,950,1
1.0,951,1
0.9971,952,1
1.0,953,1
0.9934,954,1
1.0,955,1
1.0,956,1
1.0,957,1
1.0,958,1
1.0,959,1
1.0,960,1
0.9999,961,1
1.0,962,1
1.0,963,1
1.0,964,1
1.0,965,1
0.795,966,1
1.0,967,1
1.0,968,1
0.9999,969,1
1.0,970,1
1.0,971,1
1.0,972,1
0.9736,973,1
1.0,974,1
0.9999,975,1
0.0692,976,1
1.0,977,1
0.9993,978,1
1.0,979,1
1.0,980,1
1.0,981,1
1.0,982,1
1.0,983,1
1.0,984,1
1.0,985,1
1.0,986,1
1.0,987,1
0.9996,988,1
0.9999,989,1
0.9914,990,1
1.0,991,1
0.9998,992,1
1.0,993,1
1.0,994,1
1.0,995,1
1.0,996,1
1.0,997,1
1.0,998,1
1.0,999,1
1.0,1000,1
1.0,1001,1
0.9961,1002,1
1.0,1003,1
0.9999,1004,1
1.0,1005,1
1.0,1006,1
1.0,1007,1
1.0,1008,1
1.0,1009,1
1.0,1010,1
0.9698,1011,1
0.999,1012,1
1.0,1013,1
1.0,1014,1
0.9332,1015,1
1.0,1016,1
1.0,1017,1
0.7176,1018,1
0.9999,1019,1
0.9985,1020,1
1.0,1021,1
1.0,1022,1
0.9817,1023,1
1.0,1024,1
1.0,1025,1
1.0,1026,1
0.7452,1027,1
1.0,1028,1
0.9999,1029,1
1.0,1030,1
1.0,1031,1
0.7974,1032,1
1.0,1033,1
1.0,1034,1
1.0,1035,1
1.0,1036,1
1.0,1037,1
1.0,1038,1
1.0,1039,1
1.0,1040,1
0.4388,1041,1
1.0,1042,1
1.0,1043,1
1.0,1044,1
1.0,1045,1
1.0,1046,1
1.0,1047,1
0.999,1048,1
1.0,1049,1
0.9997,1050,1
1.0,1051,1
1.0,1052,1
0.1543,1053,1
1.0,1054,1
1.0,1055,1
0.9999,1056,1
1.0,1057,1
1.0,1058,1
1.0,1059,1
0.9382,1060,1
1.0,1061,1
1.0,1062,1
1.0,1063,1
1.0,1064,1
1.0,1065,1
1.0,1066,1
1.0,1067,1
1.0,1068,1
1.0,1069,1
1.0,1070,1
0.9948,1071,1
0.999,1072,1
1.0,1073,1
1.0,1074,1
1.0,1075,1
0.9986,1076,1
1.0,1077,1
1.0,1078,1
0.9999,1079,1
1.0,1080,1
1.0,1081,1
1.0,1082,1
1.0,1083,1
1.0,1084,1
0.9956,1085,1
1.0,1086,1
1.0,1087,1
1.0,1088,1
1.0,1089,1
1.0,1090,1
0.9994,1091,1
0.9781,1092,1
0.9972,1093,1
1.0,1094,1
1.0,1095,1
1.0,1096,1
1.0,1097,1
1.0,1098,1
1.0,1099,1
1.0,1100,1
0.9983,1101,1
0.8863,1102,1
1.0,1103,1
1.0,1104,1
1.0,1105,1
1.0,1106,1
1.0,1107,1
0.9777,1108,1
1.0,1109,1
0.6874,1110,1
1.0,1111,1
1.0,1112,1
0.962,1113,1
1.0,1114,1
1.0,1115,1
0.0222,1116,1
0.9947,1117,1
1.0,1118,1
1.0,1119,1
1.0,1120,1
0.9993,1121,1
0.9998,1122,1
1.0,1123,1
1.0,1124,1
1.0,1125,1
1.0,1126,1
1.0,1127,1
1.0,1128,1
1.0,1129,1
1.0,1130,1
1.0,1131,1
1.0,1132,1
0.9646,1133,1
1.0,1134,1
0.9999,1135,1
1.0,1136,1
0.996,1137,1
1.0,1138,1
1.0,1139,1
0.9995,1140,1
0.9995,1141,1
0.9896,1142,1
1.0,1143,1
1.0,1144,1
0.8652,1145,1
1.0,1146,1
0.9728,1147,1
1.0,1148,1
0.9907,1149,1
0.9999,1150,1
1.0,1151,1
0.981,1152,1
0.9989,1153,1
1.0,1154,1
1.0,1155,1
1.0,1156,1
1.0,1157,1
0.9968,1158,1
1.0,1159,1
1.0,1160,1
1.0,1161,1
1.0,1162,1
1.0,1163,1
1.0,1164,1
0.9979,1165,1
1.0,1166,1
0.9968,1167,1
1.0,1168,1
1.0,1169,1
1.0,1170,1
1.0,1171,1
0.9999,1172,1
1.0,1173,1
1.0,1174,1
1.0,1175,1
0.999,1176,1
1.0,1177,1
0.999,1178,1
1.0,1179,1
1.0,1180,1
1.0,1181,1
1.0,1182,1
1.0,1183,1
1.0,1184,1
1.0,1185,1
1.0,1186,1
1.0,1187,1
1.0,1188,1
0.9748,1189,1
0.8028,1190,1
1.0,1191,1
1.0,1192,1
0.8531,1193,1
1.0,1194,1
1.0,1195,1
0.8249,1196,1
0.9999,1197,1
1.0,1198,1
1.0,1199,1
1.0,1200,1
1.0,1201,1
1.0,1202,1
1.0,1203,1
1.0,1204,1
1.0,1205,1
0.9524,1206,1
1.0,1207,1
0.9999,1208,1
1.0,1209,1
1.0,1210,1
0.9991,1211,1
1.0,1212,1
1.0,1213,1
0.9981,1214,1
0.9864,1215,1
1.0,1216,1
1.0,1217,1
1.0,1218,1
0.9993,1219,1
1.0,1220,1
1.0,1221,1
0.6343,1222,1
1.0,1223,1
1.0,1224,1
1.0,1225,1
1.0,1226,1
1.0,1227,1
1.0,1228,1
1.0,1229,1
1.0,1230,1
1.0,1231,1
1.0,1232,1
1.0,1233,1
1.0,1234,1
1.0,1235,1
0.9655,1236,1
1.0,1237,1
0.925,1238,1
1.0,1239,1
0.3996,1240,1
1.0,1241,1
0.9852,1242,1
1.0,1243,1
0.9995,1244,1
1.0,1245,1
0.8091,1246,1
1.0,1247,1
1.0,1248,1
1.0,1249,1
1.0,1250,1
0.8547,1251,1
1.0,1252,1
1.0,1253,1
0.9999,1254,1
0.9596,1255,1
0.659,1256,1
0.9989,1257,1
1.0,1258,1
0.885,1259,1
1.0,1260,1
1.0,1261,1
1.0,1262,1
0.9999,1263,1
1.0,1264,1
1.0,1265,1
1.0,1266,1
1.0,1267,1
1.0,1268,1
1.0,1269,1
1.0,1270,1
1.0,1271,1
0.9999,1272,1
1.0,1273,1
1.0,1274,1
1.0,1275,1
1.0,1276,1
1.0,1277,1
1.0,1278,1
1.0,1279,1
1.0,1280,1
1.0,1281,1
0.9998,1282,1
0.6648,1283,1
1.0,1284,1
0.9999,1285,1
1.0,1286,1
1.0,1287,1
1.0,1288,1
0.5579,1289,1
0.8155,1290,1
1.0,1291,1
1.0,1292,1
1.0,1293,1
0.9901,1294,1
1.0,1295,1
0.9999,1296,1
1.0,1297,1
1.0,1298,1
0.9945,1299,1
1.0,1300,1
1.0,1301,1
1.0,1302,1
0.7482,1303,1
1.0,1304,1
0.5265,1305,1
0.9608,1306,1
0.9999,1307,1
0.684,1308,1
0.9985,1309,1
1.0,1310,1
1.0,1311,1
0.6457,1312,1
0.9985,1313,1
1.0,1314,1
0.9988,1315,1
1.0,1316,1
1.0,1317,1
1.0,1318,1
1.0,1319,1
1.0,1320,1
1.0,1321,1
1.0,1322,1
0.9815,1323,1
0.8393,1324,1
0.3116,1325,1
1.0,1326,1
1.0,1327,1
1.0,1328,1
1.0,1329,1
1.0,1330,1
1.0,1331,1
1.0,1332,1
0.999,1333,1
1.0,1334,1
1.0,1335,1
1.0,1336,1
1.0,1337,1
1.0,1338,1
1.0,1339,1
1.0,1340,1
1.0,1341,1
1.0,1342,1
1.0,1343,1
1.0,1344,1
1.0,1345,1
1.0,1346,1
1.0,1347,1
1.0,1348,1
1.0,1349,1
1.0,1350,1
1.0,1351,1
0.9999,1352,1
0.9997,1353,1
0.9848,1354,1
1.0,1355,1
1.0,1356,1
1.0,1357,1
1.0,1358,1
1.0,1359,1
1.0,1360,1
0.9995,1361,1
0.9984,1362,1
1.0,1363,1
0.969,1364,1
1.0,1365,1
1.0,1366,1
0.9993,1367,1
1.0,1368,1
1.0,1369,1
0.488,1370,1
0.9113,1371,1
0.9985,1372,1
1.0,1373,1
1.0,1374,1
1.0,1375,1
1.0,1376,1
1.0,1377,1
0.9999,1378,1
0.9997,1379,1
1.0,1380,1
1.0,1381,1
1.0,1382,1
1.0,1383,1
1.0,1384,1
1.0,1385,1
1.0,1386,1
0.2787,1387,1
1.0,1388,1
1.0,1389,1
0.9928,1390,1
1.0,1391,1
1.0,1392,1
1.0,1393,1
0.5232,1394,1
0.9993,1395,1
1.0,1396,1
1.0,1397,1
0.816,1398,1
1.0,1399,1
1.0,1400,1
1.0,1401,1
0.343,1402,1
1.0,1403,1
1.0,1404,1
1.0,1405,1
0.9818,1406,1
1.0,1407,1
1.0,1408,1
1.0,1409,1
0.9099,1410,1
1.0,1411,1
1.0,1412,1
1.0,1413,1
1.0,1414,1
1.0,1415,1
1.0,1416,1
1.0,1417,1
0.998,1418,1
1.0,1419,1
1.0,1420,1
1.0,1421,1
1.0,1422,1
0.9728,1423,1
0.9995,1424,1
1.0,1425,1
0.9748,1426,1
0.9918,1427,1
1.0,1428,1
1.0,1429,1
1.0,1430,1
1.0,1431,1
1.0,1432,1
0.3234,1433,1
0.9992,1434,1
1.0,1435,1
1.0,1436,1
0.9997,1437,1
1.0,1438,1
1.0,1439,1
1.0,1440,1
0.9991,1441,1
1.0,1442,1
1.0,1443,1
1.0,1444,1
0.8181,1445,1
0.9942,1446,1
0.8112,1447,1
0.9983,1448,1
0.9997,1449,1
0.8299,1450,1
1.0,1451,1
1.0,1452,1
1.0,1453,1
0.9967,1454,1
1.0,1455,1
1.0,1456,1
1.0,1457,1
1.0,1458,1
1.0,1459,1
1.0,1460,1
1.0,1461,1
1.0,1462,1
0.451,1463,1
1.0,1464,1
1.0,1465,1
1.0,1466,1
1.0,1467,1
1.0,1468,1
0.3777,1469,1
1.0,1470,1
1.0,1471,1
1.0,1472,1
1.0,1473,1
1.0,1474,1
1.0,1475,1
1.0,1476,1
1.0,1477,1
1.0,1478,1
1.0,1479,1
0.952,1480,1
1.0,1481,1
0.9995,1482,1
0.9924,1483,1
1.0,1484,1
0.9983,1485,1
1.0,1486,1
0.9991,1487,1
1.0,1488,1
1.0,1489,1
1.0,1490,1
0.9933,1491,1
1.0,1492,1
0.9518,1493,1
1.0,1494,1
0.9958,1495,1
1.0,1496,1
1.0,1497,1
1.0,1498,1
1.0,1499,1
1.0,1500,1
1.0,1501,1
0.0024,1502,1
1.0,1503,1
1.0,1504,1
0.9155,1505,1
0.5052,1506,1
1.0,1507,1
1.0,1508,1
0.9568,1509,1
0.9998,1510,1
1.0,1511,1
1.0,1512,1
0.9995,1513,1
1.0,1514,1
1.0,1515,1
0.9957,1516,1
0.9901,1517,1
0.8242,1518,1
1.0,1519,1
0.9884,1520,1
0.9995,1521,1
1.0,1522,1
0.946,1523,1
1.0,1524,1
1.0,1525,1
0.9944,1526,1
1.0,1527,1
0.8162,1528,1
0.9998,1529,1
1.0,1530,1
1.0,1531,1
1.0,1532,1
1.0,1533,1
0.9234,1534,1
1.0,1535,1
1.0,1536,1
1.0,1537,1
0.9977,1538,1
1.0,1539,1
1.0,1540,1
1.0,1541,1
1.0,1542,1
0.9999,1543,1
1.0,1544,1
1.0,1545,1
0.9927,1546,1
0.88,1547,1
1.0,1548,1
1.0,1549,1
1.0,1550,1
1.0,1551,1
1.0,1552,1
0.0662,1553,1
0.9547,1554,1
0.9482,1555,1
1.0,1556,1
1.0,1557,1
1.0,1558,1
1.0,1559,1
1.0,1560,1
0.1314,1561,1
1.0,1562,1
1.0,1563,1
1.0,1564,1
1.0,1565,1
0.8054,1566,1
1.0,1567,1
1.0,1568,1
1.0,1569,1
0.9923,1570,1
1.0,1571,1
0.9991,1572,1
1.0,1573,1
0.9999,1574,1
1.0,1575,1
1.0,1576,1
1.0,1577,1
1.0,1578,1
0.9999,1579,1
1.0,1580,1
1.0,1581,1
0.9871,1582,1
1.0,1583,1
1.0,1584,1
1.0,1585,1
1.0,1586,1
1.0,1587,1
1.0,1588,1
1.0,1589,1
1.0,1590,1
0.9977,1591,1
1.0,1592,1
1.0,1593,1
1.0,1594,1
0.9996,1595,1
1.0,1596,1
1.0,1597,1
1.0,1598,1
1.0,1599,1
1.0,1600,1
0.9975,1601,1
1.0,1602,1
0.8081,1603,1
1.0,1604,1
0.9693,1605,1
0.9999,1606,1
0.991,1607,1
0.9971,1608,1
1.0,1609,1
1.0,1610,1
1.0,1611,1
1.0,1612,1
1.0,1613,1
1.0,1614,1
1.0,1615,1
